,T1_ILT_Negative,T1_ILT_Positive,T1_ILT_Masculine,T1_ILT_Tyranny,T1_ILT_Dynamic,T1_ILT_Dedication,T1_ILT_Intelligence,T1_ILT_Sensitivity,T1Open,T1Neurotic,T1Conscientious,T1Agreeable,T1Extraversion,T1_Mindfulness,T1_CITOptimism,T1_CITEfficacy,T1_CITLonely,T1_CITSupport,T1PSS,T1SE,T1NA_low_AAS,T1NA_high_AAS,T1NA_AAS,T1PA_low_AAS,T1PA_high_AAS,T1PA_AAS,T1SWLS,T1Duration,T1Finished,Age,Gender,Ethnicity,Ethnicity_6_TEXT,Education,Major,Job,Hours,WorkExp,LeadExp,T1_Distracted,Condition.x,ID,T2_Mindfulness,T2PSS,T2NA_low_AAS,T2NA_high_AAS,T2NA_AAS,T2PA_low_AAS,T2PA_high_AAS,T2PA_AAS,T2Duration,T2_Distracted,T3_Mindfulness,T3PSS,T3NA_low_AAS,T3NA_high_AAS,T3NA_AAS,T3PA_low_AAS,T3PA_high_AAS,T3PA_AAS,T3Duration,T3_Distracted,T4_Mindfulness,T4PSS,T4NA_low_AAS,T4NA_high_AAS,T4NA_AAS,T4PA_low_AAS,T4PA_high_AAS,T4PA_AAS,T4Duration,T4_Distracted,T5_Mindfulness,T5PSS,T5NA_low_AAS,T5NA_high_AAS,T5NA_AAS,T5PA_low_AAS,T5PA_high_AAS,T5PA_AAS,T5Duration,T5_Distracted,T6_Mindfulness,T6PSS,T6NA_low_AAS,T6NA_high_AAS,T6NA_AAS,T6PA_low_AAS,T6PA_high_AAS,T6PA_AAS,T6Duration,T6_Distracted,T7_ILT_Negative,T7_ILT_Positive,T7_ILT_Masculine,T7_ILT_Tyranny,T7_ILT_Dynamic,T7_ILT_Dedication,T7_ILT_Intelligence,T7_ILT_Sensitivity,T7Open,T7Neurotic,T7Conscientious,T7Agreeable,T7Extraversion,T7_Mindfulness,T7_CITOptimism,T7_CITEfficacy,T7_CITLonely,T7_CITSupport,T7PSS,T7SE,T7NA_low_AAS,T7NA_high_AAS,T7NA_AAS,T7PA_low_AAS,T7PA_high_AAS,T7PA_AAS,T7SWLS,T7_SWLS_Before,T7_SWLS_After,T7_SE_Before,T7_SE_After,T7_CITSupport_Before,T7_CITSupport_After,T7_CITOptimism_Before,CIT_Optimism_2,T7_Happy_Before,T7_Happy_After,T7_Gratitude_Before,T7_Gratitude_After,MAAS_1_1,MAAS_2_1,T7_CITLonely_Before,T7_CITLonely_After,PhoneBrand,WhoPlayed,WhoPlayed_Ratio_1,WhoPlayed_Ratio_2,PlayTime_Day,PlayTime_Total,Play_AfterSurvey1,Useful,TrainCond,MeetNeeds_TrainCond,SimilarProd,EasyIntuitive,LooksFeels,WantMoreThanSimilar,Recommend,Review1to10_1,Review1to10_Why,LikeMostLeast,MostImportantFeature,FeatureToAdd,LeastAmountPay,MostAmountPay,WantProduct,FunToUse_1,LeastImportantFeatur,KeepPlaying,PreventFromPlay,FeelGoodAboutProduct_1,T7_Distracted,T7_DescribeDistract,StudyPurpose,Effort,Attention,UseData,Selfie,Words
46,3.625,5.846153846,8,2.166666667,4,5,6.75,7.333333333,5,5.833333333,4.833333333,4.5,2,4.6,2.666666667,3.333333333,5.333333333,6.333333333,2.5,44,2.6,4.833333333,3.818181818,1.666666667,2.75,2.285714286,2.2,1000,1,23,1,1,NA,4,Psychology,1,8,3,0,2,1,114,NA,2.75,1.4,3.166666667,2.363636364,1.666666667,2.5,2.142857143,1581,1,4,3,1.2,2.5,1.909090909,1.333333333,2,1.714285714,57098,2,3,3,1.2,3.166666667,2.272727273,1,1.75,1.428571429,841,2,3.6,3,1,2.166666667,1.636363636,1.333333333,2.25,1.857142857,1590,1,2,3,1,2.166666667,1.636363636,3.333333333,2.5,2.857142857,196,2,3.375,6.230769231,8,1.833333333,4,5.333333333,7.75,7.333333333,4.833333333,5.333333333,4.333333333,5.166666667,2.333333333,1.2,3,4,6,7,3,136,1.2,2,1.636363636,2,2,2,2.8,30,70,20,65,80,100,20,60,20,60,50,70,70,60,100,75,iPhone 11,2,NA,NA,10,60,2,1,1,1,I’ve used mental health apps that help talk about my feelings,1,1,2,4,7,"There were times when the app would freeze, and I feel like the app could be more modernized","I don’t like the settings where you have to set up the list, I feel like it could’ve been made easier.",The fact that we used pictures that we took made it more personable and felt important to how we played.,I feel like the features that are there are already the most essential parts of the app.,0,0.99,2,3,Highscore,2,There’s no replay factor such as other games that makes you want to go back,4,2,NA,The purpose of the study was to see how I felt before and after playing an app that utilized pictures I took when I was happy.,4,4,1,1,1
47,2.625,9.307692308,1,3.166666667,8,10,9.75,9.333333333,3.333333333,2.666666667,5.5,5,3,2,6.666666667,6.666666667,1,7,3.25,73,2.2,2.333333333,2.272727273,4.333333333,4.25,4.285714286,5.4,10194,1,20,2,2,NA,4,Psychology & Education,1,13,3,2,1,1,118,2.2,2.75,NA,NA,NA,NA,NA,NA,3768,2,1.8,2.25,1.8,2.333333333,2.090909091,4.333333333,3.25,3.714285714,1925,2,1.8,2.5,1,1.833333333,1.454545455,2.666666667,4.75,3.857142857,1621,2,1.8,3.25,1.6,1.333333333,1.454545455,3,3,3,1135,2,1.8,3.25,1,1.666666667,1.363636364,5,3,3.857142857,7012,2,2.125,9.230769231,1.5,2.333333333,6.666666667,10,10,10,4.333333333,2.666666667,5.833333333,5.5,4.333333333,1,6.666666667,6.666666667,2.666666667,7,2.75,276,1.8,1.5,1.636363636,2.666666667,2.25,2.428571429,7,90,100,96,96,96,96,91,91,81,94,84,86,9,6,0,0,iPhone 7,2,NA,NA,4,10,1,2,1,1,none,1,1,2,2,8,It was an interesting app I just found it hard to concentrate after 5 min,its not boring its challenging your memory,none,nothing,0,1,1,4,none,2,it takes a lot of concentration,4,2,NA,Honestly not sure. Best guess is something about leadership and how your perception of your life affects the type of leader you'll be.,4,4,1,1,1
48,1.5,7.923076923,1,1.666666667,5.333333333,9.333333333,7.5,9.666666667,2.666666667,3.166666667,4.333333333,5,1.833333333,1.6,5,6,5,5.333333333,3,53,1.2,2,1.636363636,2.333333333,1.75,2,4.4,982,1,22,2,2,NA,4,psychology,2,0,4,1,2,0,120,2.4,3.25,2.6,2.833333333,2.727272727,1,1.75,1.428571429,543,NA,2.2,2.75,1.4,1.333333333,1.363636364,2.333333333,2,2.142857143,1621,2,2.6,2.75,1.2,1.5,1.363636364,1.333333333,1.25,1.285714286,1014,2,2.2,2.75,1,1.333333333,1.181818182,3,2.25,2.571428571,501,2,2,2.75,1.4,1.5,1.454545455,1.333333333,1.25,1.285714286,997,2,1.25,7.076923077,1,1.333333333,5.333333333,9,6,8.333333333,3,2.833333333,5.166666667,5.333333333,1.666666667,1.6,5.333333333,5.666666667,5,5.333333333,3.5,223,1,1.166666667,1.090909091,1.666666667,1.5,1.571428571,4.6,70,70,79,82,85,85,85,86,65,69,51,51,81,80,51,51,iphone x,2,NA,NA,10,10,1,1,1,1,none,1,2,2,3,7,the game was fun to play however it was slow,it was slow to load,n/a,different activities for different levels,1,2,2,3,n/a,2,"work, homework",5,2,NA,I don't know what the purpose of this study was,4,4,1,1,2
49,3.875,7.461538462,8,2.5,4.666666667,8.333333333,8,8.666666667,4.666666667,2,6,6.5,3.833333333,1.2,6.666666667,6.333333333,1.666666667,6,3,81,1.2,1.333333333,1.272727273,5.666666667,3.5,4.428571429,5.8,1185,1,23,1,2,NA,3,Psychology,2,0,0,0,2,1,121,1.2,3.25,1.4,1.666666667,1.545454545,4.333333333,3.75,4,390,NA,1,3,1,1.666666667,1.363636364,5.333333333,4,4.571428571,1453,2,1,3,1,2,1.545454545,6.666666667,5.25,5.857142857,1308,2,1,3,1,1.666666667,1.363636364,4,4.25,4.142857143,1222,2,1.4,3,1,1.666666667,1.363636364,5,4,4.428571429,1332,2,3,7.846153846,5.5,2.166666667,5.666666667,8.666666667,8,9,5.666666667,2,6.166666667,6.333333333,3.833333333,0.6,6.666666667,6.666666667,1.333333333,6,3,252,1,1.666666667,1.363636364,5.333333333,4,4.571428571,6,80,84,80,90,82,92,85,95,79,91,77,89,20,11,6,1,LG G7,2,NA,NA,10,60,1,1,1,1,Headspace,1,1,1,4,8,I believe it's very subtle in how it helps people think about their mindset.,I liked the picture integration to get people attached to using stuff that makes them happy.,The photo integration,Different mini game to change routines,1,5,3,4,Saving high scores,3,App sometimes lagging or closing,5,2,NA,Determine leader or follower qualities and whether or not people fall into one or the other.,5,5,1,1,1
50,2.25,8.230769231,2,2.333333333,7.333333333,8.666666667,8.25,8.666666667,5.5,4.833333333,4.166666667,6.166666667,4.166666667,1.6,5,5.333333333,4,6,3.5,56,1,2.333333333,1.727272727,3.666666667,3.75,3.714285714,4.8,492,1,21,2,6,Asian and Caucasian,4,Psychology,1,6,5,3,2,1,122,NA,3.5,1.2,3.5,2.454545455,3.666666667,3.5,3.571428571,863,2,1.6,2.75,1.2,2.166666667,1.727272727,4.666666667,4.5,4.571428571,735,2,1.6,2.5,1.4,2.333333333,1.909090909,3.666666667,3.25,3.428571429,819,2,1.4,3.25,1.8,2.833333333,2.363636364,3.666666667,3.75,3.714285714,4713,2,1.6,3.25,1.2,2.333333333,1.818181818,2.666666667,2.75,2.714285714,643,2,2.875,8,2.5,3,6.666666667,9,8.25,8,5.333333333,4.833333333,3.5,6.166666667,5.166666667,1,5,5,3,6.333333333,3.5,227,1.4,2.333333333,1.909090909,4.333333333,4.75,4.571428571,5,76,68,77,87,81,88,43,71,45,83,50,86,53,53,46,67,iPhone 7,2,NA,NA,8,60,1,2,1,2,Bop It,1,2,2,2,6,It can be updated more with a nicer design,I didn’t like how the high scores weren’t saved and how it looked old,The timing between two pictures,Sound,1,1.5,2,3,Name,2,Other games available,3,2,NA,To see how well you memorize pictures that make you happy,4,4,1,1,1
51,4.625,7.153846154,3.5,5,7.333333333,7.333333333,6.25,8,6.166666667,3.833333333,3.833333333,6,4.5,3.6,4.666666667,6,3,7,2.5,63,3.6,3.333333333,3.454545455,6.333333333,4,5,5.2,888,1,21,2,1,NA,3,Business Marketing,1,16,5,7,1,0,126,3.8,3,NA,NA,NA,NA,NA,NA,987,1,4,3,2.6,4,3.363636364,4,4,4,1324,1,2.8,2,2.4,2.5,2.454545455,3,2.5,2.714285714,860,1,3,3,2.4,2.333333333,2.363636364,6,4.25,5,127,1,2,3.25,2,2.5,2.272727273,4.333333333,4.25,4.285714286,157,1,3.875,5.153846154,2.5,4.333333333,5.666666667,5.333333333,4.5,5.333333333,5.5,4.166666667,3.666666667,5.833333333,4.5,1.6,5,5,3.333333333,5,2,220,1.6,2.333333333,2,4.333333333,3,3.571428571,6,75,68,82,81,82,83,71,73,82,70,80,70,78,88,71,73,iPhone 10,2,NA,NA,10,10,2,2,2,1,brain games,1,2,2,2,4,"Interface is old-times, and the game did not keep my full attention",I did not enjoy that the game was laggy at times.,The part about practicing brain memory,A competition with friends,0,0,1,2,"The whole app, I don't play games on my phone.",1,"I don't spend my time on games, especially on my phone",3,1,Music and watching video,"Memory, Discipline, Consistency",3,3,1,1,2
52,5.25,7.692307692,6,5,7.333333333,8,7.75,7.666666667,4.333333333,3.833333333,5,5.5,4.833333333,3.4,6,5.666666667,4.333333333,5.333333333,2.75,63,5,2.833333333,3.818181818,5.333333333,4.25,4.714285714,5,1077,1,29,2,1,NA,4,Political science and businesses administration,2,0,4,0,2,1,127,2.2,3.5,NA,NA,NA,NA,NA,NA,545,2,3.4,3,1,1.666666667,1.363636364,5.666666667,2.25,3.714285714,340,2,3.4,3.25,1.8,2.166666667,2,5.333333333,4.75,5,212,2,3.4,3.75,1,1.833333333,1.454545455,3.666666667,4.5,4.142857143,162,2,3.8,3.5,1.8,3.166666667,2.545454545,3.666666667,4.75,4.285714286,173,2,5.625,7.461538462,7,5.166666667,7.333333333,7.333333333,7.5,7.666666667,4.333333333,3.666666667,5.666666667,5.666666667,4.833333333,2.2,6,6.333333333,3,5,3,174,1.8,3.666666667,2.818181818,4.666666667,4.75,4.714285714,5.4,61,79,38,70,52,56,64,82,67,73,42,65,37,49,9,9,iPhone 6s plus,2,NA,NA,10,50,1,1,1,1,Find difference,1,2,1,2,6,"At beginning it is fun, but after few rounds gets boring. Feeling like automatic push bottom..",I like that I can create my own pictures on the app,Practice to be focus,Soft music,0,2,2,3,The way to play,2,For extra credit,2,2,NA,"Find a project and finish it on time, need to be aware of the time",4,4,1,1,1
53,1.375,9.153846154,1,1.5,7.666666667,10,9,10,3.833333333,2.666666667,6.833333333,6.666666667,3.833333333,3.8,7,6.666666667,4,7,3.75,71,2.2,2.5,2.363636364,6,4,4.857142857,5.6,1089,1,21,2,4,NA,4,Psychology,2,0,3,5,2,1,129,4,2.75,NA,NA,NA,NA,NA,NA,392,2,3.4,3.25,1.8,1.833333333,1.818181818,5.666666667,4.25,4.857142857,7067,1,3,2.5,1.8,2.166666667,2,5,3.75,4.285714286,228,2,2.2,2.5,1.4,1.5,1.454545455,5,3.75,4.285714286,183,2,2.4,2.5,1.6,1.666666667,1.636363636,4.333333333,2.25,3.142857143,317,2,2.75,7.846153846,1,3.333333333,5.333333333,9.333333333,7.75,9,3.5,3,6.333333333,6.833333333,3.166666667,1.8,7,6.666666667,4,7,3,212,1.8,1.333333333,1.545454545,6.333333333,3.75,4.857142857,5.6,80,80,71,70,100,100,71,76,55,71,76,75,86,87,73,75,Apple iPhone XS,2,NA,NA,12,60,1,1,1,1,N/A,1,1,1,4,9,Very easy to navigate and also trains your mind and has a certain competitive level that makes you want to get a higher score next time.,The most is how easy it is to navigate.,How many pictures you can upload.,N/A.,2,4,3,5,N/A.,3,Very time consuming.,5,2,NA,N/A.,5,5,1,1,1
54,2,10,1,2.333333333,10,10,10,10,4.666666667,2.833333333,5.666666667,6.166666667,6,1,7,7,1,7,3,82,1,2,1.545454545,7,5,5.857142857,7,851,1,21,2,1,NA,4,Psychology,2,0,2,3,2,1,132,1,NA,1,2,1.545454545,6.666666667,4.75,5.571428571,2244,2,1.2,3.25,1,1.833333333,1.454545455,6,4.75,5.285714286,1059,2,1,3.25,1,1.833333333,1.454545455,6,4.75,5.285714286,905,2,1,3,1,2,1.545454545,7,5.5,6.142857143,1064,2,1,3,1,2,1.545454545,7,5.5,6.142857143,986,2,2.25,9.615384615,1,2.666666667,9.333333333,10,9.25,10,5.5,2.833333333,5.666666667,6.666666667,6,0.6,7,7,1,7,3,288,1,2,1.545454545,7,5.5,6.142857143,7,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,Apple iPhone 11,2,NA,NA,11,66,2,1,1,1,Happiness/gratitude journal,1,1,1,5,8,"The product was a great idea for reminding me to be more grateful and happy during the day. However a more aesthetically pleasing look of the app would make me more likely to use it/recommend it to my friends and family. Overall, I truly enjoyed the study and found it to be helpful in improving my daily state of mind towards happiness and positive outlook.",I liked the being able to upload my own pictures of things that make me happy.,The photo upload feature and the score (helps me to stay motivated to keep playing).,A more aesthetically pleasing look.,1,5,3,4,The look of the app (colors and background during game play).,3,The aesthetic look of the app.,5,2,NA,To record my thoughts on leadership and followers as well as to record my levels of happiness before and after the study.,5,5,1,1,1
55,3.75,7.923076923,10,1.666666667,5.333333333,7.666666667,9,9.333333333,5,6.5,4.5,3.166666667,3,4,2.666666667,4,4.666666667,5.666666667,3.75,40,4.2,4.5,4.363636364,2.666666667,2.5,2.571428571,3.2,26635,1,20,1,1,NA,3,Psychology,2,0,0,0,2,1,133,4,3.5,3.4,4.333333333,3.909090909,4,2.25,3,1185,NA,3.6,3.5,2,4.166666667,3.181818182,2,1.75,1.857142857,1517,2,4,3.75,1,4.5,2.909090909,2,2.5,2.285714286,1189,2,4.4,4,1,1,1,1,1,1,390,2,4.4,3.5,1.8,3.666666667,2.818181818,3,1.5,2.142857143,951,2,4.125,6.615384615,9.5,2.333333333,4.666666667,6.666666667,6.75,8.333333333,6,6.5,4.5,4.166666667,2.5,2.6,2.333333333,4.666666667,3.333333333,5,3.75,128,1.6,4,2.909090909,2.333333333,2,2.142857143,1.8,30,55,30,55,45,75,45,55,50,65,50,80,50,100,50,70,Samsung S9,2,NA,NA,10,60,1,1,1,1,"Generic matching games, but nothing in particular that comes to mind.",1,1,2,3,7,"At times, it tends to glitch. After awhile, I muted the music effect. Overall, it was useful. With minor tweaks, I think it could be more useful.","If I click on restart if I don't remember the order, at times it tended to freeze and I had to restart the entire app.",Remembering what makes me happy and then seeing them when I upload them.,Giving the user the option to use it from a device other than just a phone. Just gives more options just in case.,1,3,1,3,High score,1,"Besides rewiring the brain, it doesn't give enough incentive to me to continue playing.",3,2,NA,"I believe the purpose of this study was to see the results of people recalling things they just saw (in this case, are things that make the user happy). Using Eidetic memory, allows the experimenter to see what makes me the most happy, how it affects their results over the span of a week.",4,4,1,1,1
56,4.125,7.769230769,6,3.5,6.333333333,7.666666667,7.75,9.333333333,4,3.166666667,4.5,4.666666667,4.333333333,2.6,5.333333333,5.666666667,3,6,3.5,58,2.2,2.833333333,2.545454545,5.333333333,4.5,4.857142857,2.6,757,1,22,1,1,NA,4,Economics,1,12,5,8,1,0,140,3.6,3.5,NA,NA,NA,NA,NA,NA,694,1,3.6,3.75,3,2,2.454545455,3.666666667,2.25,2.857142857,302,1,3,2.75,2.2,1.833333333,2,4,4.5,4.285714286,386,1,3,2.5,2,2.666666667,2.363636364,4.333333333,3.75,4,107,1,2.8,3.5,3.6,2,2.727272727,5.666666667,4.75,5.142857143,128,2,6.75,8.769230769,9.5,5.833333333,7.666666667,9.666666667,8.5,9.333333333,4,3.666666667,4.166666667,4.833333333,4.5,2,5.333333333,5.666666667,3.666666667,6.333333333,3.5,170,2.4,2.833333333,2.636363636,4.666666667,3.75,4.142857143,5.2,39,66,50,59,78,92,95,89,88,90,76,74,54,78,42,44,Iphone X,2,NA,NA,10,40,2,1,1,1,Not sure,1,1,1,4,9,"I had to set the word list as default, but other than that, it was simple and easy.",I like how it is simple,Pictures of my hands,Bonus points,0.99,0.99,2,4,None,3,Distractions such as youtube,4,1,texting,To identify what card pops up at what order.,4,4,1,1,2
57,3.375,8.769230769,1,4.166666667,7.333333333,10,8.75,9,4.166666667,2.5,4.833333333,5.5,6.166666667,2.2,5,6,2,5.666666667,3,65,1,1.666666667,1.363636364,4,2.75,3.285714286,4.4,1252,1,20,2,2,NA,3,Psychology,1,12,4,2,2,0,142,1.8,2.75,1,1.666666667,1.363636364,5.666666667,4.25,4.857142857,3351,NA,1.6,2,1,2,1.545454545,3.333333333,3,3.142857143,1128,2,1.6,2.5,1,1.5,1.272727273,4.333333333,4,4.142857143,130,2,1.4,2.25,1,1.5,1.272727273,3.666666667,3.25,3.428571429,178,2,1.4,2.25,1,1.166666667,1.090909091,4,3.25,3.571428571,178,2,3,9.692307692,1,3.666666667,10,10,9,10,4,1.333333333,5.833333333,4.5,6.166666667,0.6,6.333333333,7,2,6.333333333,2.25,284,1,2.5,1.818181818,3.333333333,3.5,3.428571429,5,70,70,100,100,100,100,100,100,82,82,85,85,32,32,20,20,Iphone xr,2,NA,NA,10,10,1,1,1,1,n/a,1,2,2,3,5,Slow and lags at times,I liked the simplicity,Easy to use,n/a,0.99,0.99,2,3,n/a,1,How slow it is and the buttons don't work all of the time,2,2,NA,To test memory,4,4,1,1,2
58,2.375,7.923076923,2.5,2.333333333,7.333333333,8.333333333,7.75,8.333333333,5.833333333,6.666666667,3.333333333,5.5,4.5,3.6,3.333333333,3.333333333,4.333333333,6,3,32,1.6,3.666666667,2.727272727,3,4,3.571428571,3.2,755,1,20,2,2,NA,3,Psychology,1,20,3,3,2,1,143,NA,3.5,1.2,2.5,1.909090909,3.666666667,3.75,3.714285714,727,2,4,3.25,2.6,3.166666667,2.909090909,4.333333333,3.5,3.857142857,19028,2,3.8,3,3.4,3.833333333,3.636363636,2.333333333,2.25,2.285714286,603,2,3.6,3.5,1.6,4,2.909090909,2.666666667,3.25,3,186,2,4.8,4,5.4,4.666666667,5,1.666666667,2.5,2.142857143,175,2,3,7.615384615,1.5,3.5,6.333333333,7.666666667,8,8.333333333,5.5,6.333333333,4,5.666666667,4.5,2.6,1.333333333,3.666666667,3.666666667,5.666666667,4,149,6.2,5.333333333,5.727272727,2.333333333,2.25,2.285714286,3.2,50,29,72,42,80,86,67,15,75,25,66,92,76,95,65,49,iphone xs,2,NA,NA,7,35,1,2,1,2,none,1,1,2,2,7,It didn’t train my mindset to the extent that I had hoped for.,I do not like the way the app looks.,I like the different level settings.,Different game modes.,0,1,2,3,The high score.,2,Other priorities.,4,2,NA,To try to train the mind to focus on more things that bring happiness.,4,5,1,1,1
59,2,8.230769231,1,2.333333333,6.666666667,9.333333333,8,9,6.5,2.666666667,4.5,6.333333333,5.333333333,3.4,5.333333333,6.333333333,2,6.333333333,3.5,66,1,1.5,1.272727273,4.333333333,4,4.142857143,5.4,987,1,19,2,1,NA,2,Psychology,2,0,1,3,1,0,145,2.4,3.5,NA,NA,NA,NA,NA,NA,1087,2,3,3.25,1.8,1.833333333,1.818181818,6,3.25,4.428571429,593,2,1.4,2.75,1.2,1.833333333,1.545454545,5.666666667,3.75,4.571428571,116,2,1.4,3.25,1.2,2,1.636363636,6,3.75,4.714285714,165,2,2,3,1.8,2,1.909090909,5.333333333,4,4.571428571,139,2,1.875,8.923076923,1,2.166666667,7.333333333,10,9,9.333333333,6.333333333,2.5,5,6.666666667,5.333333333,1.4,6.333333333,6.666666667,2,7,2.75,269,1.2,1.5,1.363636364,6,4.5,5.142857143,4.6,89,85,97,100,100,100,81,87,70,78,72,77,40,61,5,2,iPhone 8+,2,NA,NA,9,55,1,2,1,1,I can't really think of anything similar...,1,1,2,4,9,"Did exactly what its function was, but I found myself getting bored after around 5 minutes.","Most: easy to use
Least: kind of complex set-up",The game play itself.,N/A,0,1,3,4,The high score button.,3,Time conflicts.,4,2,NA,To study leadership qualities?,4,5,1,1,2
60,2.625,8.307692308,2,2.833333333,7.333333333,8.333333333,7.75,10,4.333333333,5.333333333,4.5,6.333333333,4.666666667,2.2,5,6,2.333333333,6.666666667,2.5,65,1.6,1.666666667,1.636363636,6,3,4.285714286,5,1405,1,20,2,1,NA,3,Psychology,1,14,1,7,1,1,147,2.8,3,1.8,3.5,2.727272727,3.666666667,1.75,2.571428571,722,NA,2.2,3,1,2.833333333,2,4,2,2.857142857,2728,2,2.8,3,1.4,1.333333333,1.363636364,5.333333333,2,3.428571429,805,2,1.4,3,1,1.833333333,1.454545455,5.333333333,3.75,4.428571429,616,2,2,2.25,1,1.333333333,1.181818182,5.333333333,3.25,4.142857143,208,2,1.25,6.692307692,1,1.333333333,4.666666667,7.333333333,5.5,9.666666667,4,5.333333333,4.666666667,6.333333333,4,1.2,5.666666667,6.333333333,2.666666667,6.333333333,2,168,1.4,1,1.181818182,5.333333333,1.75,3.285714286,3.8,70,80,50,50,85,100,40,65,41,61,100,100,25,45,40,65,iPhone 11 pro,1,90,10,10,50,1,2,1,1,None,1,2,2,2,7,I like it because it incorporates pictures that make me happy rather than having random pictures. It made playing the game a more positive experience in that way.,Uploading the pictures and using them in the game,The pictures that make us happy,A highest score overall and highest score of the day just to add a little reward incentive,0,0,1,3,None,1,I feel like using it for a school assignment makes it less appealing to me now,3,2,NA,To study leadership,3,4,1,1,1
61,2,8.538461538,1,2.333333333,7,9.666666667,8,9.666666667,5.5,3.666666667,6.333333333,6.5,4.5,1.8,6.333333333,6.333333333,1.666666667,7,3.25,76,1,2.333333333,1.727272727,3,1.5,2.142857143,5.4,1360,1,32,2,2,NA,3,Spanish,2,0,5,5,1,1,148,2.8,3.75,1,1.5,1.272727273,6,4.5,5.142857143,1601,NA,2.2,2,1,2.166666667,1.636363636,3.666666667,2.75,3.142857143,36523,1,2,3.25,1,1.333333333,1.181818182,3.666666667,2.75,3.142857143,923,2,1.6,2.75,1,1.333333333,1.181818182,5,3.25,4,1139,1,2.2,3.25,1,1.333333333,1.181818182,4.666666667,2.75,3.571428571,1395,1,1.625,8.923076923,1,1.833333333,7.666666667,9.666666667,8.75,9.666666667,5.166666667,2.833333333,6.166666667,6.333333333,4.5,1.4,6,6.333333333,1,6.666666667,3.25,249,1,1.833333333,1.454545455,5.333333333,2.75,3.857142857,5.2,80,82,85,85,100,100,96,97,77,77,82,83,51,51,0,0,iPhone Xr,2,NA,NA,10,65,1,2,2,2,none,1,1,1,2,7,It is a fun and entertaining game. Trying to remember the pictures kept it fun.,I liked trying to remember the order of the pictures. After playing for 10 minutes I found it repetitive.,Remembering the order of the pictures,not sure,1,4,1,4,not sure,2,I don't have time with all my school work I need to complete.,1,2,NA,To measure memory,4,5,1,1,1
62,2.75,7.615384615,1,3.333333333,6,7.666666667,8,8.666666667,5.166666667,5.833333333,3.666666667,5.5,2.666666667,2.6,3,4.666666667,5.666666667,4.333333333,2.25,45,2.8,2.333333333,2.545454545,4.666666667,3.5,4,3.4,570,1,21,2,2,NA,4,Psychology,1,30,6,4,2,1,152,3.2,3.25,NA,NA,NA,NA,NA,NA,442,2,3.2,3.25,1.4,2.666666667,2.090909091,4.333333333,4,4.142857143,340,2,1.6,3.5,1.4,1.666666667,1.545454545,4.333333333,3.75,4,201,2,1.2,3.25,1.6,2,1.818181818,5.333333333,5,5.142857143,341,2,2.6,3.25,1.8,2.166666667,2,4,3.75,3.857142857,200,2,1.25,7.769230769,1,1.333333333,6,8,8,9,5.166666667,4.5,5.166666667,6.166666667,2.833333333,1,3,6,2.666666667,3.333333333,2.75,187,2.4,1.5,1.909090909,4.666666667,3.25,3.857142857,3.6,32,32,71,61,73,75,24,25,82,92,74,77,83,84,21,21,Galaxy Note 9,2,NA,NA,9,50,2,2,1,2,I can't think of any,1,1,2,4,9,"While I don't find it too useful for myself, the app was easy to use and well made. It was straightforward on what you needed to do and maybe it could help someone else?",I liked the easy use and disliked the amount of times itd crash.,The memorization I guess,Maybe make the levels more difficult as you further progress. I think it stops asking about more than 5 photos and I think I could've memorized more than that,1.99,2.99,1,3,The fact you have to generate your own wordlists,2,I just don't see the use in it personally,4,2,NA,"I'm not sure. After this survey, I feel as though it has more to do with the app than I originally thought. I am kind of confused with what the purpose is.",4,4,1,1,1
63,4.125,8.461538462,4.5,4,8.333333333,8.666666667,8.25,8.666666667,4.333333333,3.5,4.5,4,4.166666667,3.4,5,5,3.333333333,4,3.5,52,2.8,3.5,3.181818182,5.666666667,4.25,4.857142857,4.8,763,1,21,2,6,Middle Eastern,4,Psychology,2,0,0,0,2,0,154,3.6,3.75,NA,NA,NA,NA,NA,NA,811,2,2.8,3,3.6,4,3.818181818,4.333333333,4,4.142857143,263,2,2.8,2.5,1.6,2.333333333,2,5.333333333,3.25,4.142857143,380,2,2.8,2.25,2.4,3.833333333,3.181818182,3,2.75,2.857142857,159,2,2,2.75,2,3.666666667,2.909090909,5.333333333,5.25,5.285714286,157,2,3.75,6.615384615,1,4.666666667,6.333333333,6,7,7,4.666666667,3.666666667,5.166666667,6.5,4.833333333,1.6,3.666666667,3.333333333,4,4,2.75,227,3,2.833333333,2.909090909,5.666666667,5,5.285714286,4,83,85,89,87,97,98,78,93,91,88,98,100,84,65,21,7,Apple iPhone X,2,NA,NA,10,70,2,1,1,1,None,1,1,1,4,8,It was easy to play and helped get mind off of things but also use my thinking as well,The most thing I liked was using our own photos,I loved how it gave you a score,Maybe music in the background of the app,3,5,2,4,The countdown,3,It needs more levels,4,2,NA,To see if something like this could alter mindset or behavior in the long run,5,4,1,1,2
